,eef_x,eef_y,eef_z,eff_qx,eff_qy,eff_qz,eff_qw,obj_x,obj_y,obj_z,obj_qx,obj_qy,obj_qz,obj_qw
0,1.24007080023298,-0.5458235662179817,1.3026960480628402,0.6713348442816145,0.7262622736207607,0.08550902793776913,-0.12058541748370959,1.396445131561287,-0.27417015447930815,1.444039759295699,-0.001984690425975365,-4.52734257517106e-05,0.31728291334682385,0.9483288521670012
1,1.2416233161309815,-0.5464075379663909,1.3022557825167227,0.6719621604283023,0.7258563945509681,0.0851885241804688,-0.11975919501211688,1.396443445199467,-0.27421582860511934,1.444032843544025,-0.0011796388350625475,-0.00034528567629871004,0.3170619621902848,0.9484040285458866
2,1.241715493558963,-0.5462299799283883,1.3022624416911102,0.6716969676935726,0.7260083048780848,0.08532320999878622,-0.12022925881336408,1.396423430687862,-0.2742128470186799,1.4440284580907645,-0.0013999884023138181,-0.0005726823319172382,0.3168695784814175,0.9484679131633438
3,1.2417841318766858,-0.5461126628225207,1.302226766868743,0.6718427936861583,0.7258550086061262,0.08570065886811408,-0.12007149588036306,1.3964331655546405,-0.2741873563839347,1.4440280089017108,-0.0018454135778719761,-0.00027802974141369547,0.31670444858470564,0.9485224348400237
4,1.2421951214057283,-0.5460719073149733,1.3022333280186262,0.6740615787045889,0.7238127232905553,0.08621536149908525,-0.11959532247779635,1.3964285969835906,-0.2742045727190962,1.444030264122391,-0.0015071274928474892,-0.0004813133204917689,0.31655803880931566,0.9485718238327593
5,1.2428720489410483,-0.5460350639668416,1.3023009738891123,0.6783781456357663,0.7197817228316615,0.08688386504221318,-0.11903174785152544,1.3964530547589364,-0.2741995241968909,1.4440321071850006,-0.0014416247709667534,-5.779102076586512e-05,0.3163729981413625,0.9486337778222227
6,1.243571284777941,-0.5460368977275346,1.3025932978278942,0.6830976093210319,0.7152759931153645,0.0877908508763168,-0.11853554874015794,1.3964423892299325,-0.27419685279073414,1.4440546196887296,-0.0015910193105658213,-0.00015238120651962084,0.3162563209394933,0.9486724328783551
7,1.2446516110156256,-0.546155294634696,1.304429088231482,0.6887047800663704,0.709545352579519,0.08995976243951037,-0.11890483458784715,1.39644979546049,-0.2741969479934708,1.4440450678902723,-0.0015267196816081605,-4.087951077294903e-05,0.31607536552555543,0.948732855320066
8,1.245737895701166,-0.5464681266792956,1.3074800698168707,0.6943956097081918,0.7035095219908122,0.09266690606339484,-0.11959069448282303,1.3964337166498486,-0.2742399918369836,1.4440344146111732,-0.0008458054858001242,-0.0006442960220857126,0.31579870539100907,0.948825614730693
9,1.246903343205638,-0.5468935032139549,1.3118230598640488,0.6998541718985956,0.6974732058064506,0.09618945662461145,-0.12034472856118053,1.3964502216187464,-0.2742063212135327,1.444033206859247,-0.001433419133566133,-6.0560010695135915e-05,0.3156303314930408,0.9488811492930316
10,1.2485527744403995,-0.5480913727632786,1.317195549924021,0.704804638963421,0.6919404552370043,0.10005503658659382,-0.1202406626549567,1.3964451665961377,-0.2741611656466381,1.444027932657371,-0.002183798753340657,5.669841874799599e-05,0.3154632072627484,0.948935294249188
11,1.250692065920521,-0.549923435474372,1.3234716750261335,0.7092278453220757,0.6868931986632794,0.10392030104380162,-0.11989231869014014,1.3964148882222405,-0.2742292379208015,1.444035794654774,-0.0011575705330561178,-0.0009030346230587347,0.3152557676447824,0.949005608795664
12,1.2537238046392583,-0.551868537500745,1.3306435986325784,0.7137311907586097,0.6816005269610754,0.10765551756904881,-0.12007830162698434,1.3964341914325837,-0.2742152556415013,1.444037944488256,-0.0013010803242411392,-0.00037839385127025403,0.31507033358299885,0.9490673574114646
13,1.257148130197871,-0.5533334392848603,1.3382155814611898,0.7182298008688723,0.6761983166222683,0.11087257654628979,-0.1208679507191922,1.3964390376136948,-0.27417217567373386,1.4440244924866792,-0.0019918252620385445,-5.506385447261254e-05,0.31507036835222957,0.9490662213915779
14,1.260733973148058,-0.5546857473056509,1.3457487523845886,0.7226928353340275,0.6709170340228763,0.11335112276502576,-0.12139572555373272,1.3964213735278808,-0.27416363783648134,1.4440207268497751,-0.002254596718312423,-0.00031127228238677013,0.3146151038672882,0.9492166013728262
15,1.2647542296226248,-0.5561285400007057,1.353355110603971,0.7270875303740268,0.6657353396983097,0.11551104167032368,-0.12164448159950145,1.3964663464939562,-0.27420273222563435,1.4440281757282203,-0.0013200360124313213,0.0001728756753654657,0.314373319282757,0.9492985008636996
16,1.2693842917857054,-0.5575478258356541,1.3609396780966923,0.7313736281704226,0.6606747012560362,0.11746436090576673,-0.12167037048549736,1.396453353943122,-0.2742006556118965,1.4440267452698694,-0.00145442789692465,7.143858775185915e-05,0.3143051086396408,0.94932090370909
17,1.2745376438637936,-0.5583858610568878,1.368540970110052,0.7355225850699474,0.6556371960534306,0.11955439732893633,-0.12187345930320995,1.396434604354592,-0.2741997638994465,1.4440292441408404,-0.0015709811538225317,-0.00029633687060175954,0.31417366731559937,0.9493641824759032
18,1.2799062402193382,-0.5587695662925916,1.376097476311883,0.7395238665154082,0.6507091728642249,0.12156263687276747,-0.12208418620360172,1.3964573285085053,-0.2741761530669156,1.444034033047144,-0.0019287427051891202,0.0002941466621440129,0.3140436139646514,0.9494065525144317
