,eef_x,eef_y,eef_z,object_x,object_y,object_z,diff_x,diff_y,diff_z,sum_x,sum_y,sum_z
0,0.25417612541380663,0.009921347318526896,0.6026937508349699,1.396445131561287,-0.27417015447930815,1.444039759295699,0.0,0.0,0.0,0.0,0.0,0.0
1,0.25359235971650884,0.00837420486818985,0.6022558292503755,1.396443445199467,-0.27421582860511934,1.444032843544025,-1.6863618199636221e-06,-4.567412581119035e-05,-6.91575167399705e-06,1.6863618199636221e-06,4.567412581119035e-05,6.91575167399705e-06
2,0.2537700910482368,0.008284118188276679,0.6022628797871212,1.396423430687862,-0.2742128470186799,1.4440284580907645,-2.0014511604937724e-05,2.9815864394655556e-06,-4.385453260535854e-06,2.1700873424901346e-05,4.86557122506559e-05,1.1301204934532905e-05
3,0.25388736365152687,0.008215098380011776,0.602227130562039,1.3964331655546405,-0.2741873563839347,1.4440280089017108,9.7348667784658e-06,2.5490634745162222e-05,-4.4918905373059204e-07,3.1435740203367146e-05,7.414634699581812e-05,1.1750393988263497e-05
4,0.25392813428274463,0.007801998282457312,0.602233684831764,1.3964285969835906,-0.2742045727190962,1.444030264122391,-4.568571049912151e-06,-1.7216335161496232e-05,2.2552206802028962e-06,3.60043112532793e-05,9.136268215731436e-05,1.4005614668466393e-05
5,0.2539649764614653,0.007123156722538271,0.6023013196965801,1.3964530547589364,-0.2741995241968909,1.4440321071850006,2.4457775345876342e-05,5.04852220528651e-06,1.8430626096410663e-06,6.046208659915564e-05,9.641120436260087e-05,1.584867727810746e-05
6,0.253963093728352,0.006423186077539889,0.6025937863099196,1.3964423892299325,-0.27419685279073414,1.4440546196887296,-1.0665529003972551e-05,2.671406156784517e-06,2.2512503728977507e-05,7.112761560312819e-05,9.908261051938538e-05,3.8361181007084966e-05
7,0.2538444253926466,0.005339941851154384,0.6044307500376153,1.39644979546049,-0.2741969479934708,1.4440450678902723,7.406230557505111e-06,-9.52027366385444e-08,-9.551798457296812e-06,7.85338461606333e-05,9.917781325602393e-05,4.791297946438178e-05
8,0.25353157029002216,0.004252892217728288,0.6074818526654124,1.3964337166498486,-0.2742399918369836,1.4440344146111732,-1.6078810641362296e-05,-4.304384351283552e-05,-1.0653279099104296e-05,9.46126568019956e-05,0.00014222165676885945,5.856625856348607e-05
9,0.2531061395145673,0.0030861209080095264,0.6118253529541308,1.3964502216187464,-0.2742063212135327,1.444033206859247,1.6504968897823602e-05,3.367062345088767e-05,-1.2077519262465586e-06,0.0001111176256998192,0.00017589228021974712,5.977401048973263e-05
10,0.25190788354409754,0.001434802779186617,0.6171976062876138,1.3964451665961377,-0.2741611656466381,1.444027932657371,-5.055022608724258e-06,4.515556689460576e-05,-5.2742018759044385e-06,0.00011617264830854346,0.00022104784711435288,6.504821236563707e-05
11,0.25007562944118733,-0.0007061920784445785,0.6234736873294215,1.3964148882222405,-0.2742292379208015,1.444035794654774,-3.0278373897241195e-05,-6.807227416338879e-05,7.861997402880405e-06,0.00014645102220578465,0.00028912012127774167,7.291020976851748e-05
12,0.24813049229861206,-0.003741894110285804,0.6306457120352277,1.3964341914325837,-0.2742152556415013,1.444037944488256,1.9303210343268873e-05,1.398227930021756e-05,2.1498334821234977e-06,0.00016575423254905353,0.00030310240057795923,7.506004325064097e-05
13,0.24666596690776665,-0.007167584067137689,0.6382175294833756,1.3964390376136948,-0.27417217567373386,1.4440244924866792,4.846181111073378e-06,4.307996776742318e-05,-1.345200157687465e-05,0.0001706004136601269,0.0003461823683453824,8.851204482751562e-05
14,0.2453136167822847,-0.010754976448667186,0.645750204782886,1.3964213735278808,-0.27416363783648134,1.4440207268497751,-1.7664085814050878e-05,8.53783725252022e-06,-3.7656369040739435e-06,0.00018826449947417778,0.0003547202055979026,9.227768173158957e-05
15,0.24387070131166766,-0.01477720976337138,0.6533563381564896,1.3964663464939562,-0.27420273222563435,1.4440281757282203,4.497296607541834e-05,-3.9094389153004894e-05,7.448878445170948e-06,0.00023323746554959612,0.0003938145947509075,9.972656017676051e-05
16,0.24245124845925736,-0.019409564557630876,0.6609406410842558,1.396453353943122,-0.2742006556118965,1.4440267452698694,-1.2992550834090011e-05,2.076613737855837e-06,-1.430458350881736e-06,0.00024623001638368613,0.00039589120848876336,0.00010115701852764225
17,0.2416133492342395,-0.024564736532930675,0.6685419914267935,1.396434604354592,-0.2741997638994465,1.4440292441408404,-1.8749588529987093e-05,8.917124499907558e-07,2.498870971034961e-06,0.00026497960491367323,0.0003967829209387541,0.00010365588949867721
18,0.24122955091243636,-0.029934415007795367,0.6760983785323101,1.3964573285085053,-0.2741761530669156,1.444034033047144,2.2724153913245004e-05,2.3610832530884807e-05,4.788906303510032e-06,0.00028770375882691823,0.0004203937534696389,0.00010844479580218724
19,0.24097426428669488,-0.03522867540090502,0.6835152098794894,1.3964692789620512,-0.2741578686893001,1.4440413420844065,1.1950453545850337e-05,1.828437761552948e-05,7.309037262537288e-06,0.00029965421237276857,0.0004386781310851684,0.00011575383306472453
20,0.24076315846399055,-0.040449082881693466,0.6910796577220936,1.3964583090669955,-0.27417807120857884,1.444040718395557,-1.0969895055668033e-05,-2.0202519278755826e-05,-6.236888494548509e-07,0.0003106241074284366,0.0004588806503639242,0.00011637752191417938
21,0.24054783148416647,-0.0451819204698487,0.6988247689045058,1.3964522122980116,-0.27420541388098574,1.44403732697271,-6.096768983887557e-06,-2.7342672406893698e-05,-3.3914228469988927e-06,0.00031672087641232416,0.0004862233227708179,0.00011976894476117828
22,0.24034836634524304,-0.049590922641271185,0.7066487473265395,1.3964431500337864,-0.27420586468223457,1.4440477841764103,-9.06226422525691e-06,-4.5080124883023487e-07,1.0457203700298123e-05,0.00032578314063758107,0.00048667412401964816,0.0001302261484614764
23,0.24022281587380634,-0.05420050286510514,0.7138105484738116,1.3964425707737205,-0.2742031564911998,1.4440524483306107,-5.792600659138003e-07,2.708191034761498e-06,4.664154200417769e-06,0.00032636240070349487,0.0004893823150544097,0.00013489030266189417
24,0.24016273892399242,-0.0588388021716868,0.7208786737986367,1.3964207307143162,-0.2741783114432241,1.4440380814914329,-2.1840059404309997e-05,2.484504797573006e-05,-1.436683917788173e-05,0.00034820246010780487,0.0005142273630301397,0.0001492571418397759
25,0.2401053264787898,-0.06290141513095193,0.7277414894721841,1.396411799499645,-0.27418930838247957,1.4440270608406407,-8.931214671159537e-06,-1.0996939255492055e-05,-1.1020650792170628e-05,0.0003571336747789644,0.0005252243022856318,0.00016027779263194653
