,eef_x,eef_y,eef_z,object_x,object_y,object_z,diff_x,diff_y,diff_z,diff_obj_x,diff_obj_y,diff_obj_z,sum_x,sum_y,sum_z
0,0.25417612541380663,0.009921347318526896,0.6026937508349699,1.396445131561287,-0.27417015447930815,1.444039759295699,1.1422690061474803,-0.28409150179783504,0.8413460084607292,0.0,0.0,0.0,0.0,0.0,0.0
1,0.25359235971650884,0.00837420486818985,0.6022558292503755,1.396443445199467,-0.27421582860511934,1.444032843544025,1.142851085482958,-0.2825900334733092,0.8417770142936496,-1.6863618199636221e-06,-4.567412581119035e-05,-6.91575167399705e-06,1.6863618199636221e-06,4.567412581119035e-05,6.91575167399705e-06
2,0.2537700910482368,0.008284118188276679,0.6022628797871212,1.396423430687862,-0.2742128470186799,1.4440284580907645,1.1426533396396252,-0.28249696520695655,0.8417655783036433,-2.0014511604937724e-05,2.9815864394655556e-06,-4.385453260535854e-06,2.1700873424901346e-05,4.86557122506559e-05,1.1301204934532905e-05
3,0.25388736365152687,0.008215098380011776,0.602227130562039,1.3964331655546405,-0.2741873563839347,1.4440280089017108,1.1425458019031136,-0.2824024547639465,0.8418008783396718,9.7348667784658e-06,2.5490634745162222e-05,-4.4918905373059204e-07,3.1435740203367146e-05,7.414634699581812e-05,1.1750393988263497e-05
4,0.25392813428274463,0.007801998282457312,0.602233684831764,1.3964285969835906,-0.2742045727190962,1.444030264122391,1.142500462700846,-0.2820065710015535,0.841796579290627,-4.568571049912151e-06,-1.7216335161496232e-05,2.2552206802028962e-06,3.60043112532793e-05,9.136268215731436e-05,1.4005614668466393e-05
5,0.2539649764614653,0.007123156722538271,0.6023013196965801,1.3964530547589364,-0.2741995241968909,1.4440321071850006,1.1424880782974711,-0.2813226809194292,0.8417307874884206,2.4457775345876342e-05,5.04852220528651e-06,1.8430626096410663e-06,6.046208659915564e-05,9.641120436260087e-05,1.584867727810746e-05
6,0.253963093728352,0.006423186077539889,0.6025937863099196,1.3964423892299325,-0.27419685279073414,1.4440546196887296,1.1424792955015803,-0.280620038868274,0.8414608333788101,-1.0665529003972551e-05,2.671406156784517e-06,2.2512503728977507e-05,7.112761560312819e-05,9.908261051938538e-05,3.8361181007084966e-05
7,0.2538444253926466,0.005339941851154384,0.6044307500376153,1.39644979546049,-0.2741969479934708,1.4440450678902723,1.1426053700678434,-0.27953688984462516,0.839614317852657,7.406230557505111e-06,-9.52027366385444e-08,-9.551798457296812e-06,7.85338461606333e-05,9.917781325602393e-05,4.791297946438178e-05
8,0.25353157029002216,0.004252892217728288,0.6074818526654124,1.3964337166498486,-0.2742399918369836,1.4440344146111732,1.1429021463598263,-0.2784928840547119,0.8365525619457608,-1.6078810641362296e-05,-4.304384351283552e-05,-1.0653279099104296e-05,9.46126568019956e-05,0.00014222165676885945,5.856625856348607e-05
9,0.2531061395145673,0.0030861209080095264,0.6118253529541308,1.3964502216187464,-0.2742063212135327,1.444033206859247,1.1433440821041791,-0.27729244212154225,0.8322078539051162,1.6504968897823602e-05,3.367062345088767e-05,-1.2077519262465586e-06,0.0001111176256998192,0.00017589228021974712,5.977401048973263e-05
